web-scraper-order,web-scraper-start-url,link,link-href,Light,Soil,Water,Temperature and Humidity,Fertilizer,How to Grow
"1667987166-18453","https://www.thespruce.com/plants-a-to-z-5116344","Maidenhair Fern Adiantum raddianum","https://www.thespruce.com/grow-adiantum-ferns-1902722","","","Keep the fern in a plastic pot with holes, then place that plastic pot in a more attractive outer pot if you wish. This way, you can easily check on the moisture levels in the plastic pot, and the drainage holes will prevent the soil from becoming too soggy. To water, simply remove the plastic pot from the cache pot, water the plant over a sink until the water stops draining from the plastic pot, then replace in the cache pot.","","",""
"1667987166-18454","https://www.thespruce.com/plants-a-to-z-5116344","Maidenhair Fern Adiantum raddianum","https://www.thespruce.com/grow-adiantum-ferns-1902722","","","","This fern requires very warm, humid air. To mimic its ideal conditions, mist the plant with warm water a couple of times a day to maintain the proper moisture levels on its delicate leaves. Alternatively, you can place the potted plant near a humidifier or atop a tray of wet pebbles to increase humidity levels. Also consider housing the plant in a moisture-rich environment at home, such as a bathroom or garden greenhouse.","",""
"1667987171-18455","https://www.thespruce.com/plants-a-to-z-5116344","Mahonia Mahonia","https://www.thespruce.com/mahonia-5214394","","","","","","Separate the seeds from the fleshy berries
Cold stratify any seeds collected for a minimum of one month
Move the seeds to a warmer location (around 65 to 70 degrees Fahrenheit) and leave them for another month
Sow the seeds around 1/4 inch into the potting soil"
"1667987176-18456","https://www.thespruce.com/plants-a-to-z-5116344","Madonna Lily Lilium candidum","https://www.thespruce.com/growing-madonna-lily-lilium-candidum-5100935","","","","","Keep the soil evenly moist, but avoid overwatering. This may cause unwanted standing water and leave the roots soggy and prone to rot.",""
"1667987181-18457","https://www.thespruce.com/plants-a-to-z-5116344","Madagascar Palm Pachypodium lamerei","https://www.thespruce.com/growing-madagascar-palms-5112648","","","","Whenever the surface soil becomes dry, water more. Water just to maintain dry/mesic soil moisture. Water less once your Madagascar palm is established and even less in winter.","",""
"1667987181-18458","https://www.thespruce.com/plants-a-to-z-5116344","Madagascar Palm Pachypodium lamerei","https://www.thespruce.com/growing-madagascar-palms-5112648","","","","","Feed the tree a general-purpose liquid houseplant fertilizer diluted to half-strength at the start of spring and the beginning of summer, or a low nitrogen liquid fertilizer every four to five weeks.",""
"1667987183-18459","https://www.thespruce.com/plants-a-to-z-5116344","Mad Pupper Tillandsia Bergeri","https://www.thespruce.com/tillandsia-aeranthos-bergeri-plant-care-5082023","","","","The soilless potting mix needs to be highly porous, and some enthusiasts use orchard bark or peat moss mixes.","",""
"1667987183-18460","https://www.thespruce.com/plants-a-to-z-5116344","Mad Pupper Tillandsia Bergeri","https://www.thespruce.com/tillandsia-aeranthos-bergeri-plant-care-5082023","","","","","Under and overwatering are common problems with Tillandsia species. Too little and the foliage can become dry, curled and brown. Too much and root rot can kill off the plant.",""
"1667987186-18461","https://www.thespruce.com/plants-a-to-z-5116344","Macho Fern Nephrolepis biserrata","https://www.thespruce.com/macho-fern-growing-guide-5194295","Ensure that the soil around your macho fern stays consistently moist, but not wet. Macho ferns are not drought tolerant so the soil should never be allowed to dry out completely. When grown indoors, macho ferns may need to be watered once or twice a week depending on the temperature.","","","","",""
"1667987186-18462","https://www.thespruce.com/plants-a-to-z-5116344","Macho Fern Nephrolepis biserrata","https://www.thespruce.com/macho-fern-growing-guide-5194295","","Ensure that the soil around your macho fern stays consistently moist, but not wet. Macho ferns are not drought tolerant so the soil should never be allowed to dry out completely. When grown indoors, macho ferns may need to be watered once or twice a week depending on the temperature.","","","",""
"1667987186-18463","https://www.thespruce.com/plants-a-to-z-5116344","Macho Fern Nephrolepis biserrata","https://www.thespruce.com/macho-fern-growing-guide-5194295","","","Macho ferns can grow year-round in USDA zones 9a through 10b, and they enjoy warm, humid conditions. These ferns can be found growing natively in Florida, Louisiana, and Hawaii where the temperature and humidity conditions are ideal. As with many ferns, macho ferns are not frost-tolerant and will need to be moved indoors or grown as a houseplant in regions that experience cold winters.","","",""
"1667987186-18464","https://www.thespruce.com/plants-a-to-z-5116344","Macho Fern Nephrolepis biserrata","https://www.thespruce.com/macho-fern-growing-guide-5194295","","","","Young plants require frequent fertilization and should be fertilized with a balanced, all-purpose fertilizer once every six weeks throughout the spring and summer. Mature and established macho ferns don’t need to be fertilized as often, and do well with an application of balanced, all-purpose fertilizer once every 6 months.","",""
"1667987186-18465","https://www.thespruce.com/plants-a-to-z-5116344","Macho Fern Nephrolepis biserrata","https://www.thespruce.com/macho-fern-growing-guide-5194295","","","","","Healthy, mature macho ferns are best propagated by division. To divide a macho fern, dig up the plant to expose the rhizomes and roots. Choose a section of the rhizomes and separate them from the main plant. Depending on the rhizome system, you may need to use a sharp knife to cut through some of the rhizomes. Then, plant the separated clumps in separate containers, or separate locations in your garden, and water thoroughly.",""
"1667987188-18466","https://www.thespruce.com/plants-a-to-z-5116344","Lychee Litchi chinensis","https://www.thespruce.com/grow-lychee-inside-1902624","","","Lychee thrives in full sun, but be aware that the plants need to be acclimated. Young plants that are not used to full sun will suffer from sudden exposure to bright light, but once acclimated, they will definitely perform better.","","",""
"1667987188-18467","https://www.thespruce.com/plants-a-to-z-5116344","Lychee Litchi chinensis","https://www.thespruce.com/grow-lychee-inside-1902624","","","","Lychee does not like alkaline soils, so amending garden soil with pine bark or pine needles may be necessary. If you are trying to grow it as a potted plant, use slightly acidic potting soil.","",""
"1667987188-18468","https://www.thespruce.com/plants-a-to-z-5116344","Lychee Litchi chinensis","https://www.thespruce.com/grow-lychee-inside-1902624","","","","","These plants prefer ample and regular water throughout the year. Some research has shown that a mild drought stress in the fall and early winter can enhance flowering.1 Water young trees frequently, as soon as the soil feels dry. More established trees can be watered once a week.",""
"1667987193-18469","https://www.thespruce.com/plants-a-to-z-5116344","Lungwort Pulmonaria","https://www.thespruce.com/pulmonaria-1402859","Lungwort is highly sensitive to soil pH, and the plants will perform poorly when soil pH strays outside the 7.0 to 8.0 range.4 The shift in flower color from pink to blue is because the plants pH levels shift as the growing season progresses. In one study, 7.5 was determined to be the ideal soil pH level.5","","","","",""
"1667987193-18470","https://www.thespruce.com/plants-a-to-z-5116344","Lungwort Pulmonaria","https://www.thespruce.com/pulmonaria-1402859","","Lungwort is highly sensitive to soil pH, and the plants will perform poorly when soil pH strays outside the 7.0 to 8.0 range.4 The shift in flower color from pink to blue is because the plants pH levels shift as the growing season progresses. In one study, 7.5 was determined to be the ideal soil pH level.5","","","",""
"1667987193-18471","https://www.thespruce.com/plants-a-to-z-5116344","Lungwort Pulmonaria","https://www.thespruce.com/pulmonaria-1402859","","","These plants need a moderate amount of moisture and struggle in soil that is too dry or too wet. Water whenever the soil begins to dry out due to a lack of rainfall and/or particularly hot weather. But don’t overwater to the point that the plant is sitting in soggy soil for a prolonged period.","","",""
"1667987193-18472","https://www.thespruce.com/plants-a-to-z-5116344","Lungwort Pulmonaria","https://www.thespruce.com/pulmonaria-1402859","","","","Lungwort plants thrive in mild temperatures and tend to struggle in hot climates. They start growing as soon as the danger of frost has passed in the spring. Hot summer weather might cause them to wilt; however, they should perk up again once the cooler temperatures of fall arrive.","",""
"1667987193-18473","https://www.thespruce.com/plants-a-to-z-5116344","Lungwort Pulmonaria","https://www.thespruce.com/pulmonaria-1402859","","","","","Lungworts don't require frequent or heavy fertilization, which can actually reduce flowering. In the early spring, sprinkle a small amount of all-purpose garden fertilizer around the plant. Mixing compost into the soil also can help to promote healthy growth.",""
"1667987196-18474","https://www.thespruce.com/plants-a-to-z-5116344","Lucky Bamboo Dracaena sanderiana","https://www.thespruce.com/growing-lucky-bamboo-1902994","When it comes to light, lucky bamboo prefers bright, filtered sunlight, such as what is found under a rainforest canopy. Avoid direct sunlight as it will scorch the leaves. They are more tolerant of too little light than too much. If the plant begins to stretch, however, or the green fades, provide more light. Rotate your plant often so that the light reaches the entire plant evenly.","","","","",""
"1667987196-18475","https://www.thespruce.com/plants-a-to-z-5116344","Lucky Bamboo Dracaena sanderiana","https://www.thespruce.com/growing-lucky-bamboo-1902994","","When it comes to light, lucky bamboo prefers bright, filtered sunlight, such as what is found under a rainforest canopy. Avoid direct sunlight as it will scorch the leaves. They are more tolerant of too little light than too much. If the plant begins to stretch, however, or the green fades, provide more light. Rotate your plant often so that the light reaches the entire plant evenly.","","","",""
"1667987196-18476","https://www.thespruce.com/plants-a-to-z-5116344","Lucky Bamboo Dracaena sanderiana","https://www.thespruce.com/growing-lucky-bamboo-1902994","","","Lucky bamboo can be grown in well-drained, rich potting soil. The soil should be kept moist, but not soaked. Additionally, it can thrive well when housed in pebbles or simply a vase filled with water, as long as it has at least an inch of standing water at all times.","","",""
"1667987196-18477","https://www.thespruce.com/plants-a-to-z-5116344","Lucky Bamboo Dracaena sanderiana","https://www.thespruce.com/growing-lucky-bamboo-1902994","","","","Lucky bamboo is very sensitive to chlorine and other chemicals commonly found in tap water.2 Tap water is fine to use unless you have hard water (containing a lot of minerals). Because of this, it's a good idea to water your lucky bamboo only with bottled or distilled water, or tap water that has been left out for 24 hours to allow the chlorine to evaporate.","",""
"1667987196-18478","https://www.thespruce.com/plants-a-to-z-5116344","Lucky Bamboo Dracaena sanderiana","https://www.thespruce.com/growing-lucky-bamboo-1902994","","","","","","Start with a clean container that is slightly bigger than the current one.If the lucky bamboo is growing in a pot of pebbles, gently dig up a planted lucky bamboo.Clean the pebbles with water before placing them in the new container.Carefully add the bamboo plant and take care to nestle the roots within the pebbles. You may need to add more pebbles to cover the roots and support the plant. If your bamboo is growing in a pot of water without pebbles, simply remove the stalks from the water, place them in a larger container and refill the water to the same level."
"1667987199-18479","https://www.thespruce.com/plants-a-to-z-5116344","Lowbush Blueberry Vaccinium angustifolium","https://www.thespruce.com/lowbush-blueberry-plant-profile-5073720","These bushes prefer full sun or partial shade. If you have a very shady garden, this won't be the shrub to opt for as it won't produce many flowers or berries.","","","","",""
"1667987199-18480","https://www.thespruce.com/plants-a-to-z-5116344","Lowbush Blueberry Vaccinium angustifolium","https://www.thespruce.com/lowbush-blueberry-plant-profile-5073720","","These bushes prefer full sun or partial shade. If you have a very shady garden, this won't be the shrub to opt for as it won't produce many flowers or berries.","","","",""
"1667987199-18481","https://www.thespruce.com/plants-a-to-z-5116344","Lowbush Blueberry Vaccinium angustifolium","https://www.thespruce.com/lowbush-blueberry-plant-profile-5073720","","","Lowbush Blueberry shrubs have quite particular preferences when it comes to soil types. They like sandy, well-drained, acidic varieties, and, ideally, it should be organically rich.","","",""
"1667987201-18482","https://www.thespruce.com/plants-a-to-z-5116344","Love-Lies-Bleeding Amaranthus caudatus","https://www.thespruce.com/love-lies-bleeding-amaranthus-guide-5190287","Grow love-lies-bleeding in mildly acidic soil of a pH between 5.5 to 6.5. While it grows well in average, well-draining, and well-fertilized soils, some gardeners say it has the best color when planted in poor soil. Any light (sandy), medium (loamy), or heavy (clay) soil will do. If fertilizing the plant, use onlyorganic fertilizer.","","","","",""
"1667987201-18483","https://www.thespruce.com/plants-a-to-z-5116344","Love-Lies-Bleeding Amaranthus caudatus","https://www.thespruce.com/love-lies-bleeding-amaranthus-guide-5190287","","Grow love-lies-bleeding in mildly acidic soil of a pH between 5.5 to 6.5. While it grows well in average, well-draining, and well-fertilized soils, some gardeners say it has the best color when planted in poor soil. Any light (sandy), medium (loamy), or heavy (clay) soil will do. If fertilizing the plant, use onlyorganic fertilizer.","","","",""
"1667987201-18484","https://www.thespruce.com/plants-a-to-z-5116344","Love-Lies-Bleeding Amaranthus caudatus","https://www.thespruce.com/love-lies-bleeding-amaranthus-guide-5190287","","","This fairly drought-resistant plant still benefits from good watering practice. Seeds require balanced moisture levels. Then, until seedlings are established and growing actively, they still require evenly moist soil. Once established, the love-lies-bleeding plant needs little attention.","","",""
"1667987201-18485","https://www.thespruce.com/plants-a-to-z-5116344","Love-Lies-Bleeding Amaranthus caudatus","https://www.thespruce.com/love-lies-bleeding-amaranthus-guide-5190287","","","","Plants are not frost-hardy. The most cold-tolerant Amaranthus cultivars can tolerate temperatures below 40 degrees Fahrenheit. In areas where there is no frost, it may last as a perennial. Love-lies-bleeding is sensitive to the length of the day and does not perform well in northern latitudes. Germination happens quickly in warm soil.","",""
"1667987201-18486","https://www.thespruce.com/plants-a-to-z-5116344","Love-Lies-Bleeding Amaranthus caudatus","https://www.thespruce.com/love-lies-bleeding-amaranthus-guide-5190287","","","","","Foliage often comes in an attractive pale green. The love-lies-bleeding Amaranthus cultivar ‘Tricolor’ has multi-colored foliage and is sometimes called ‘Joseph’s Coat.‘ ‘Viridis’ and ‘Green Thumb’ cultivars have green tassels. Here are two other varieties:",""
"1667987204-18487","https://www.thespruce.com/plants-a-to-z-5116344","Lotus Nymphaea","https://www.thespruce.com/the-incomparable-waterlily-and-lotus-1403525","Always use topsoil that is free from herbicides and pesticides. Do not use potting soil, which has elements that will float. The containers should be large enough to allow the rhizome room to spread. Since the rhizomes creep across the surface of the soil, a wider pot is preferable to a deeper one.","","","","",""
"1667987204-18488","https://www.thespruce.com/plants-a-to-z-5116344","Lotus Nymphaea","https://www.thespruce.com/the-incomparable-waterlily-and-lotus-1403525","","Always use topsoil that is free from herbicides and pesticides. Do not use potting soil, which has elements that will float. The containers should be large enough to allow the rhizome room to spread. Since the rhizomes creep across the surface of the soil, a wider pot is preferable to a deeper one.","","","",""
"1667987204-18489","https://www.thespruce.com/plants-a-to-z-5116344","Lotus Nymphaea","https://www.thespruce.com/the-incomparable-waterlily-and-lotus-1403525","","","Strike a balance between plants and the surface area of the pond; plants should cover approximately 65 percent of the surface area. Also pay attention to depth when you are planting your aquatic plants. With new plantings, initially place the pot just below the surface and gradually lower it as the plant grows. Once the plant is established, the pot can remain at the desired depth.","","",""
"1667987207-18490","https://www.thespruce.com/plants-a-to-z-5116344","Loropetalum Loropetalum chinense","https://www.thespruce.com/chinese-fringe-flowers-5073005","Once established, Chinese fringe flowers are relatively drought tolerant. However, they grow best when the soil is kept consistently moist. During periods of extreme heat or abnormally long dry spells, Chinese fringe flowers should be watered more frequently","","","","",""
"1667987207-18491","https://www.thespruce.com/plants-a-to-z-5116344","Loropetalum Loropetalum chinense","https://www.thespruce.com/chinese-fringe-flowers-5073005","","Once established, Chinese fringe flowers are relatively drought tolerant. However, they grow best when the soil is kept consistently moist. During periods of extreme heat or abnormally long dry spells, Chinese fringe flowers should be watered more frequently","","","",""
"1667987207-18492","https://www.thespruce.com/plants-a-to-z-5116344","Loropetalum Loropetalum chinense","https://www.thespruce.com/chinese-fringe-flowers-5073005","","","Chinese fringe flowers grow best in USDA zones 7 to 9, tolerating winter temperatures as low as 0 degrees Fahrenheit (-17.8 degrees Celsius). However, in regions that experience cold winters, it is recommended that Chinese fringe flowers are planted in areas that protect them from cold winter winds.","","",""
"1667987207-18493","https://www.thespruce.com/plants-a-to-z-5116344","Loropetalum Loropetalum chinense","https://www.thespruce.com/chinese-fringe-flowers-5073005","","","","If they are planted in the right soil, Chinese fringe flowers require little to no supplemental fertilizer once they are established. If desired, established they can benefit from annual fertilizing in early spring with a slow-release, all-purpose fertilizer, or one that is specially formulated for flowering shrubs.","",""
"1667987209-18494","https://www.thespruce.com/plants-a-to-z-5116344","Loquat Eriobotrya japonica","https://www.thespruce.com/loquat-tree-plant-profile-5091599","","","","One note to remember is that the tree does not fruit in temperatures lower than 28 degrees Fahrenheit, though there are some cultivars that bend that rule.","",""
"1667987209-18495","https://www.thespruce.com/plants-a-to-z-5116344","Loquat Eriobotrya japonica","https://www.thespruce.com/loquat-tree-plant-profile-5091599","","","","","Fertilizer is not normally needed, but an application of 5-5-5 fertilizer four times over the growing season will help produce more fruit.",""
"1667987212-18496","https://www.thespruce.com/plants-a-to-z-5116344","Loofah Luffa aegyptiaca","https://www.thespruce.com/luffa-plant-profile-4796761","Luffa needs at least six or more hours of full sun—the more the better.","","","","",""
"1667987212-18497","https://www.thespruce.com/plants-a-to-z-5116344","Loofah Luffa aegyptiaca","https://www.thespruce.com/luffa-plant-profile-4796761","","Luffa needs at least six or more hours of full sun—the more the better.","","","",""
"1667987212-18498","https://www.thespruce.com/plants-a-to-z-5116344","Loofah Luffa aegyptiaca","https://www.thespruce.com/luffa-plant-profile-4796761","","","Luffa can grow in any soil type (it prefers a pH range of 6.0 to 6.5), however it requires good drainage. Make sure you can offer a well-draining soil that will prevent your luffa plant from over-saturating.","","",""
"1667987212-18499","https://www.thespruce.com/plants-a-to-z-5116344","Loofah Luffa aegyptiaca","https://www.thespruce.com/luffa-plant-profile-4796761","","","","Keep the soil moist but not wet until the seedlings are established. After that, in the absence of sufficient rain, water the base of the plants about 1 inch per week. Do not water the vines, which can spread disease,","",""
"1667987212-18500","https://www.thespruce.com/plants-a-to-z-5116344","Loofah Luffa aegyptiaca","https://www.thespruce.com/luffa-plant-profile-4796761","","","","","Luffa needs warm to hot weather. In cool weather, its growth will slow down.",""
"1667987214-18501","https://www.thespruce.com/plants-a-to-z-5116344","Longleaf Pine Pinus palustris","https://www.thespruce.com/longleaf-pine-growing-guide-5213219","","","","","","Harvest the cones in late summer or early fall (alternatively, the seed can be bought from seed companies). The best time is right before the cones fully open.Spread the cones across a perforated surface. Good air circulation hastens seed release.Knock out the seed.Sow them in late fall in a suitable area of the yard.Keep the soil evenly moist prior to and just after germination."
"1667987224-18502","https://www.thespruce.com/plants-a-to-z-5116344","Lodgepole Pine Pinus contorta","https://www.thespruce.com/growing-lodgepole-pine-trees-5075366","","","","","","Transplant the root ball into the ground in the autumn. Dig a hole at the planting site that is only three inches deeper than the root ball. The hole should be twice as wide as the ball or container, centered and straight.
You can cut into the roots and spread them out if the roots are bound.
Protect the tree with a grow tube or tree shield. If in a windy or unstable spot, add stakes to support the tree until it establishes itself.
Water thoroughly and regularly for the first year."
"1667987227-18503","https://www.thespruce.com/plants-a-to-z-5116344","Loblolly Pine Pinustaeda","https://www.thespruce.com/loblolly-pine-profile-5075173","Applying a high-phosphorous, slow-release fertilizer to your loblolly during planting helps stimulate root production, especially during the first one to two years of growth. Ensure that the fertilizer is specifically for evergreen trees. Fertilizing after the first two years is usually unnecessary as loblolly pines are very adaptable.","","","","",""
"1667987227-18504","https://www.thespruce.com/plants-a-to-z-5116344","Loblolly Pine Pinustaeda","https://www.thespruce.com/loblolly-pine-profile-5075173","","Applying a high-phosphorous, slow-release fertilizer to your loblolly during planting helps stimulate root production, especially during the first one to two years of growth. Ensure that the fertilizer is specifically for evergreen trees. Fertilizing after the first two years is usually unnecessary as loblolly pines are very adaptable.","","","",""
"1667987227-18505","https://www.thespruce.com/plants-a-to-z-5116344","Loblolly Pine Pinustaeda","https://www.thespruce.com/loblolly-pine-profile-5075173","","","You may trim the bottom of your loblolly pine, but pruning the top isn't recommended, as it will affect its natural shape. Pruning can also negatively affect the strength of the trunk and the density of the wood. If you choose to prune, you will likely only be able to do so for a short period as the tree will grow too tall to trim.","","",""
"1667987227-18506","https://www.thespruce.com/plants-a-to-z-5116344","Loblolly Pine Pinustaeda","https://www.thespruce.com/loblolly-pine-profile-5075173","","","","Propagating loblolly pines is best done by cutting. Although propagating conifers isn't as simple as propagating shrubs, it can be done effectively with special attention and is popular in creating orchards. Planters are motivated to propagate due to the genetic uniformity it yields. Keep in mind that cuttings can take a year to root. Here's how to propagate a loblolly pine with cuttings:","",""
"1667987232-18507","https://www.thespruce.com/plants-a-to-z-5116344","Living Stones Lithops","https://www.thespruce.com/grow-living-stones-plants-1902983","","","","","","Locate the seed pod on your living stone. Using a clean pair of gardening shears, trim the pod from the plant.Submerge the pod in water or use a dropper to add a few drops of water to its exterior. The pod will begin to open. (In its natural habitat, rain causes the seed pod to open.)Once the pod is open, use a toothpick or a pair of tweezers to gently scrape the seeds out from inside.Prepare a new pot with a well-draining cactus soil mix. Moisten the soil with water.Sprinkle the seeds from your living stones on the soil's surface and cover them with a thin coat of sand.Water the container just often enough to keep the sand moist, but not soggy. Once the seeds sprout, begin watering them less often and care for the plants the same way as described above."
"1667987235-18508","https://www.thespruce.com/plants-a-to-z-5116344","Liverwort Hepatica nobilis","https://www.thespruce.com/liverleaf-hepatica-plant-profile-5071185","Doing best in moist conditions, it manages well even if your garden has particularly heavy soil.","","","","",""
"1667987235-18509","https://www.thespruce.com/plants-a-to-z-5116344","Liverwort Hepatica nobilis","https://www.thespruce.com/liverleaf-hepatica-plant-profile-5071185","","Doing best in moist conditions, it manages well even if your garden has particularly heavy soil.","","","",""
"1667987235-18510","https://www.thespruce.com/plants-a-to-z-5116344","Liverwort Hepatica nobilis","https://www.thespruce.com/liverleaf-hepatica-plant-profile-5071185","","","Given that this plant is commonly found in a woodland setting, it shouldn't come as a surprise that it copes well with shade and partial shade lighting.","","",""
"1667987254-18511","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","Liriope tolerates a wide range of soils and soil conditions, but it doesn't like constantly wet or boggy soil.","","","","",""
"1667987254-18512","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","","Liriope tolerates a wide range of soils and soil conditions, but it doesn't like constantly wet or boggy soil.","","","",""
"1667987254-18513","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","","","During the first growing season, water the plants regularly—but not every day, as that can cause soggy soil conditions. On average, liriope needs about 1 inch of water per week. Once established, liriope plants are relatively drought-tolerant and can go a little longer between watering days.1","","",""
"1667987254-18514","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","","","","Liriope plants prefer moderately warm daytime temperatures, ranging between 68 to 75 degrees Fahrenheit. If liriope is planted in very cold climates, it will likely die back in winter (in warmer climates, it is evergreen). In the coldest USDA zones, some winter protection may be necessary.","",""
"1667987254-18515","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","","","","","Liriope doesn't need much in the way of feeding. Still, it can benefit from being fertilized once in the early spring with a 10-10-10 (nitrogen-phosphorus-potassium) slow-release shrub-and-tree fertilizer or organic plant food. It shouldn't need more than 1/4 cup per plant. Fertilizer will boost its growth rate and may encourage spread.",""
"1667987254-18516","https://www.thespruce.com/plants-a-to-z-5116344","Liriope Liriope spicata","https://www.thespruce.com/liriope-plants-popular-varieties-of-border-grass-2132483","","","","","","The berries need to be soaked for 24 hours. Remove any remaining pulp from the seed.Make a mixture of household bleach with water: 1 part bleach to 9 parts water. The bleach removes the phenolic acid on the seed casing that inhibits germination.Plant the seeds 1/4 inch deep in a clean seed starter pot or in the ground. Keep it evenly moist until germination, which should occur in 1 to 2 weeks. The best germination temperature is roughly 65 to 70 F at room temperature for at least 30 days.Once the seedling reaches one inch in height, transplant it outdoors or to a larger pot."
"1667987256-18517","https://www.thespruce.com/plants-a-to-z-5116344","Lipstick Plant Aeschynanthus radicans","https://www.thespruce.com/lipstick-plant-care-5083734","Potted lipstick plant will benefit from being grown in a medium that is well-aerated, evenly moist, and light. Many enthusiasts include sand and sphagnum moss in their mix as this helps ensure good drainage, prevents over-compaction, and promotes absorbency.","","","","",""
"1667987256-18518","https://www.thespruce.com/plants-a-to-z-5116344","Lipstick Plant Aeschynanthus radicans","https://www.thespruce.com/lipstick-plant-care-5083734","","Potted lipstick plant will benefit from being grown in a medium that is well-aerated, evenly moist, and light. Many enthusiasts include sand and sphagnum moss in their mix as this helps ensure good drainage, prevents over-compaction, and promotes absorbency.","","","",""
"1667987256-18519","https://www.thespruce.com/plants-a-to-z-5116344","Lipstick Plant Aeschynanthus radicans","https://www.thespruce.com/lipstick-plant-care-5083734","","","Although lipstick plant like consistent moisture, particularly during their most prolific growing period, overwatering and saturated conditions can lead to root rot, leaf drop, and fungal issues.","","",""
"1667987260-18520","https://www.thespruce.com/plants-a-to-z-5116344","Lipstick Palm Cyrtostachys renda","https://www.thespruce.com/lipstick-palm-profile-5185980","","","","Just as this plant doesn’t do well in dry soil, it also doesn’t do well in dry air. The lipstick palm requires high humidity to stay healthy.","",""
"1667987260-18521","https://www.thespruce.com/plants-a-to-z-5116344","Lipstick Palm Cyrtostachys renda","https://www.thespruce.com/lipstick-palm-profile-5185980","","","","","Fertilizing your palm tree will help ensure that nutrients are not washed away with constant watering. A well-balanced, slow-release palm fertilizer should be applied twice a year during the growing season. Beware of fertilizers with high amounts of salt, as the lipstick palm does not tolerate salt well.",""
"1667987262-18522","https://www.thespruce.com/plants-a-to-z-5116344","Linseed Linum usitatissimum","https://www.thespruce.com/how-to-grow-flax-plants-5074891","","","","","As plants mature, too dry conditions may cause them to become short and woody. Maintain generous moisture without drenching or waterlogging. Put a thin layer of mulch to control moisture and weeds. Avoid planting in regions where there are heavy storms and high winds, and keep away from salt spray.",""
"1667987265-18523","https://www.thespruce.com/plants-a-to-z-5116344","Limelight Hydrangea Hydrangea paniculata 'Limelight'","https://www.thespruce.com/limelight-hydrangea-plant-profile-4843269","The ideal amount of sunlight depends on your climate. In warm climates, it is best to choose a planting location with partial sun in the morning and not afternoon, as hot afternoon sun in the summer can cause the blooms to dry out. If you live in a colder zone, you can plant your hydrangea in full sun, but avoid a windy spot.","","","","",""
"1667987265-18524","https://www.thespruce.com/plants-a-to-z-5116344","Limelight Hydrangea Hydrangea paniculata 'Limelight'","https://www.thespruce.com/limelight-hydrangea-plant-profile-4843269","","The ideal amount of sunlight depends on your climate. In warm climates, it is best to choose a planting location with partial sun in the morning and not afternoon, as hot afternoon sun in the summer can cause the blooms to dry out. If you live in a colder zone, you can plant your hydrangea in full sun, but avoid a windy spot.","","","",""
"1667987265-18525","https://www.thespruce.com/plants-a-to-z-5116344","Limelight Hydrangea Hydrangea paniculata 'Limelight'","https://www.thespruce.com/limelight-hydrangea-plant-profile-4843269","","","Hydrangeas in general prefer a rich, well-drained soil. For paniculata hydrangeas, a slightly acidic with a pH between 6.1-7.0 works well. Unlike other hydrangea types, the soil pH does not affect Limelight's bloom color.3 If the shallow roots become exposed over time, add more soil and compost to keep them protected.","","",""
"1667987265-18526","https://www.thespruce.com/plants-a-to-z-5116344","Limelight Hydrangea Hydrangea paniculata 'Limelight'","https://www.thespruce.com/limelight-hydrangea-plant-profile-4843269","","","","Hydrangeas have moderate watering needs once they are established. They do best in evenly moist soil. In a dry spell, give your hydrangea a good deep watering once or twice a week as needed to mimic rainfall.","",""
"1667987265-18527","https://www.thespruce.com/plants-a-to-z-5116344","Limelight Hydrangea Hydrangea paniculata 'Limelight'","https://www.thespruce.com/limelight-hydrangea-plant-profile-4843269","","","","","This is a very hardy variety of hydrangea that can withstand winters down to USDA zone 3. However it's best to plant it where it won't be vulnerable to damage from high winds. Hydrangeas don't require any special humidity conditions. A muggy hot summer day may cause blooms to droop a bit.",""
"1667987268-18528","https://www.thespruce.com/plants-a-to-z-5116344","Lima Beans Phaseolus lunatus","https://www.thespruce.com/how-to-grow-lima-beans-4120940","You will need a spot with full sun, meaning at least six hours of direct sunlight on most days, to get the most yield from your lima beans. In addition to light for growth, full sun exposure also will help to keep the vines dry and less prone to fungal problems.","","","","",""
"1667987268-18529","https://www.thespruce.com/plants-a-to-z-5116344","Lima Beans Phaseolus lunatus","https://www.thespruce.com/how-to-grow-lima-beans-4120940","","You will need a spot with full sun, meaning at least six hours of direct sunlight on most days, to get the most yield from your lima beans. In addition to light for growth, full sun exposure also will help to keep the vines dry and less prone to fungal problems.","","","",""
